D33I06	D33I07	D33I08	D33I10	D33J01	D34G04	D34G05	D34G06	D34G07	D34G09	D34G10
srrt	960	688	960	679	1163	3326	2178	943	237	1493	448
srsf11	709	833	906	704	1447	3520	2630	1096	283	1910	323
srsf3	439	477	411	350	836	1405	946	292	137	699	105
srsf5	852	645	1179	847	1572	4357	2791	1249	630	2585	578
srsf6	364	189	233	267	553	1097	546	226	84	447	88
srsf7	420	487	689	412	1249	2806	2319	927	791	1799	581
ss18	127	120	103	73	207	615	552	157	46	408	92
ss18l2	396	461	389	331	333	286	248	337	179	373	215
ssb	1134	1007	1071	528	648	2362	1134	1408	74	1741	252
ssbp1	131	148	112	102	159	177	149	88	57	153	55
ssbp2	121	130	95	107	310	773	512	232	66	324	47
ssh1	84	84	76	102	205	207	306	58	20	214	33
ssh2	903	363	1231	908	556	3224	897	1191	510	1276	477
ssna1	247	201	380	148	353	367	230	190	118	401	69
sspo	0	0	1	0	2	1	2	0	0	0	5
ssr1	54	149	43	90	113	710	401	426	230	374	213
ssr2	3819	2259	3456	1813	1346	4807	1499	2614	1603	2691	1193
ssr3	2684	2063	2717	1963	1457	4127	1459	3163	1259	2673	1138
ssr4	2303	1583	1719	1434	1085	1957	845	1730	1048	1432	792
ssrp1	1308	1276	1618	757	1118	2890	1490	1166	153	1473	290
sssca1	57	89	125	116	172	384	251	191	80	254	110
sstr3	0	0	10	3	4	3	2	0	0	0	0
ssu72	404	441	346	289	444	730	510	357	216	570	210
ssx2ip	265	89	38	195	531	363	338	101	43	245	27
st13	1526	1586	1965	1080	1845	3497	2417	1972	1161	3031	1027
st14	31	3	27	22	11	26	19	44	0	3	3
st18	33	79	13	47	201	637	570	78	20	166	44
st3gal2	6	12	19	11	33	164	111	40	6	66	16
st3gal3	76	58	115	61	80	265	225	182	49	134	35
st3gal4	378	283	320	309	297	480	410	374	120	538	104
st3gal5	362	366	453	265	449	661	314	258	97	390	92
st5	577	480	769	470	418	1700	783	817	247	872	233
st6gal2	60	20	9	11	31	89	80	48	2	26	11
st6galnac3	39	27	33	30	35	101	77	33	16	60	22
st6galnac5	72	62	93	58	130	340	147	73	17	127	34
st6galnac6	45	61	50	36	45	165	94	46	2	94	23
st7	360	334	256	318	466	673	502	274	448	401	180
st8sia1	13	54	8	9	25	44	67	4	5	19	8
st8sia2	10	11	2	31	74	184	118	31	16	65	9
st8sia3	0	3	3	1	17	38	25	3	0	7	3
st8sia5	207	129	59	113	415	880	838	21	6	260	2
stab1	59	35	70	48	60	229	107	43	12	119	18
stab2	66	41	70	130	98	114	84	33	48	104	2
stac	58	26	15	65	119	86	102	41	13	64	4
stac3	69	12	547	338	63	144	367	532	116	218	161
stag1	35	27	52	50	100	458	388	161	35	250	53
stag3	0	2	0	0	3	1	10	0	0	4	0
stam	2	10	14	11	36	229	156	72	8	168	22
stam2	77	85	100	34	94	547	305	261	96	328	100
stambp	131	127	142	107	228	584	390	286	248	390	164
stambpl1	0	0	0	0	7	20	18	1	0	3	0
star	12	13	10	16	10	46	29	10	0	10	5
stard10	133	140	33	290	247	102	480	1313	921	678	1044
stard13	98	27	56	97	77	467	282	277	61	380	70
stard3	79	30	35	41	57	265	136	100	40	122	39
stard3nl	80	48	100	90	161	417	309	132	113	245	83
stard5	23	6	4	16	51	63	78	17	0	29	0
stard7	101	109	66	67	84	245	238	146	75	286	48
stat1	592	488	739	589	505	1619	847	836	316	917	421
stat3	1303	849	1286	681	479	8872	2013	3820	813	3098	1401
stat4	15	11	36	10	12	118	24	34	10	54	23
stau1	4294	4316	3531	4497	7746	6071	11557	12485	7986	13445	8393
stau2	273	236	332	677	1141	922	3689	5234	2386	4193	3556
stbd1	191	144	37	98	268	440	507	81	20	220	32
stc2	73	64	17	38	160	240	538	94	6	188	16
steap2	23	29	25	60	121	245	207	71	60	103	54
steap3	186	114	422	89	88	376	222	415	80	741	58
steap4	2783	1281	3088	1616	1280	11990	1705	3398	1538	4239	1848
stil	27	18	24	9	8	37	32	10	2	25	4
stim2	7	11	19	30	28	189	96	74	15	75	23
stip1	593	581	572	240	513	4103	1683	1465	318	1794	628
stk10	58	193	115	118	41	206	352	311	64	535	76
stk11	86	83	181	92	260	551	387	239	146	326	101
stk11ip	169	144	254	118	239	394	289	188	97	391	75
stk16	195	201	153	129	267	388	287	180	57	231	68
stk17a	199	275	48	217	338	726	849	431	318	691	356
stk17b	55	64	323	22	67	406	407	72	64	182	210
stk19	469	511	491	278	291	406	282	382	206	546	170
stk24	146	75	130	96	146	387	494	255	86	336	86
stk25	418	418	514	340	602	705	572	396	220	669	191
stk3	42	42	72	23	68	345	242	175	47	202	78
stk32a	16	31	33	27	177	193	245	21	5	64	8
stk32c	19	37	20	19	32	184	142	30	5	75	18
stk33	0	10	0	2	0	1	3	1	0	5	0
stk36	34	44	24	14	21	39	33	27	7	34	8
stk39	44	70	19	92	171	238	258	144	50	201	79
stk40	22	45	48	46	53	219	163	65	14	126	26
stmn2	9	5	5	22	236	453	737	73	17	130	31
stmn4	137	42	33	97	287	368	319	24	16	124	48
stmnd1	20	0	52	14	17	48	25	102	7	28	14
stmp1	851	1076	1038	748	725	830	759	782	276	1453	317
stn1	159	148	223	138	188	457	249	80	74	280	27
stoml1	103	95	166	81	113	111	128	78	50	186	25
stoml2	190	176	172	145	178	359	279	296	137	375	127
ston1	698	1140	261	729	615	729	1494	2266	1388	2112	1051
stox1	268	170	144	100	105	199	140	114	33	389	15
stpg1	0	3	9	3	0	12	9	0	1	3	0
stpg2	9	6	55	37	9	127	49	60	7	48	22
stpg4	0	2	0	5	4	0	2	0	0	9	0
stra6	115	148	42	129	78	130	60	159	20	44	11
strada	112	97	86	115	185	254	241	104	68	183	56
strap	656	579	781	540	752	1275	911	898	873	1513	539
strbp	72	35	80	36	31	115	40	63	4	18	6
strc	20	31	3	23	17	14	22	10	24	22	20
strip1	144	77	97	77	207	403	326	180	95	282	88
strip2	0	4	14	12	48	140	224	65	21	54	40
strn	151	134	395	183	317	1170	841	639	370	988	372
strn3	20	40	29	25	78	324	354	241	23	331	93
strn4	48	74	101	102	142	552	329	173	111	312	182
sts	32	46	42	19	31	109	72	40	14	56	21
stt3a	3624	2992	4804	2291	2876	5107	2069	2688	2028	2759	1294
stum	0	0	0	0	1	9	5	0	0	0	0
stx10	60	70	88	108	137	379	205	195	86	363	113
stx12	1309	1077	840	756	1071	1725	1311	942	379	1359	479
stx16	87	132	89	43	108	237	205	102	16	169	57
stx17	163	143	174	129	223	443	200	127	94	165	57
stx18	385	242	279	145	234	466	301	299	51	425	87
stx19	85	107	27	52	19	54	15	39	2	44	4
stx5	449	418	620	361	390	1753	721	694	194	1007	378
stx7	29	24	70	47	24	129	42	31	0	61	17
stx8	298	244	245	144	183	450	281	285	91	377	67
stxbp1	79	46	13	51	565	819	1700	86	49	395	57
stxbp3	666	705	862	596	808	1558	962	861	332	1433	296
stxbp4	95	102	91	121	825	874	797	33	43	345	47
stxbp5	64	163	103	77	782	773	777	79	66	198	70
stxbp5l	20	8	9	17	78	79	179	16	7	38	6
stxbp6	24	50	15	34	23	86	138	68	12	107	30
styx	948	750	666	449	677	844	604	751	378	1019	355
styxl1	16	6	0	25	4	34	0	10	0	12	4
sub1	6205	4260	4789	3266	3570	5188	2537	2175	696	3546	729
sucla2	43	98	102	137	328	529	829	537	421	575	358
suclg1	1300	1072	753	1054	1373	1068	1155	1124	733	1230	503
suclg2	184	138	147	152	149	211	152	119	42	154	42
sucnr1	0	3	0	3	6	0	0	0	0	1	0
suco	64	77	22	80	159	641	754	511	192	656	200
suds3	306	371	246	187	279	434	398	377	190	542	219
sufu	337	158	646	170	187	3670	628	1198	386	854	530
sugct	7	19	12	6	22	55	102	10	10	72	8
sugp1	328	254	311	268	486	1230	705	335	83	585	85
sugt1	503	382	924	459	854	1747	1168	1223	1028	1769	656
sulf1	163	182	261	273	233	455	594	808	162	618	250
sult4a1	14	12	7	16	92	109	108	8	0	13	6
sult6b1	174	247	176	101	80	62	140	105	8	171	3
sumf1	280	188	246	240	201	400	230	172	108	248	72
sumf2	90	112	101	67	95	167	125	138	44	134	55
sumo1	230	162	155	91	131	472	284	322	77	599	66
sumo2	584	508	415	463	686	1041	598	392	175	573	136
suox	212	285	116	150	262	711	655	691	409	618	515
supt16h	220	184	288	194	316	1329	671	382	178	567	200
supt20h	91	74	163	82	167	431	364	150	58	298	34
supt3h	219	196	360	152	209	381	240	113	126	287	51
supt4h1	1035	1127	929	733	857	1086	693	959	878	1138	664
supt5h	550	363	781	384	891	2339	1752	931	697	1568	476
supt6h	248	205	489	255	575	2221	1489	743	408	1191	505
supt7l	220	149	245	207	291	328	169	145	110	243	64
supv3l1	144	169	200	85	122	318	191	189	58	197	129
surf2	255	194	172	182	250	243	175	261	199	261	156
surf4	130	56	165	175	222	1027	460	638	240	556	294
surf6	700	672	674	415	477	899	452	756	288	684	279
susd2	0	1	0	0	5	0	7	0	1	0	2
susd5	0	0	0	0	0	1	4	1	0	0	2
susd6	113	83	124	90	174	1105	393	436	114	529	144
suv39h1	5	1	0	1	4	3	3	1	2	1	0
suz12	197	346	256	263	425	927	601	295	33	386	95
sv2c	37	33	10	30	82	103	142	8	3	50	1
svbp	52	74	68	40	63	102	94	55	21	58	31
svep1	281	107	459	167	182	777	358	257	88	485	77
svil	440	236	574	318	563	1299	1008	729	261	599	299
svip	611	500	543	218	365	992	392	536	143	709	326
svop	97	84	73	47	246	405	340	11	6	111	13
svopl	4	0	14	21	6	20	5	21	0	0	0
swap70	85	53	79	52	40	557	28	23	10	114	15
swi5	49	29	23	30	14	21	31	18	3	36	0
swt1	140	252	138	143	178	200	321	314	261	519	196
syap1	47	131	57	57	46	136	82	82	17	197	21
sybu	1421	1474	485	964	5722	5648	4960	169	117	1537	76
syce1	46	24	54	14	5	26	46	43	12	124	2
syce2	9	0	0	0	8	5	0	1	0	6	0
syce3	0	0	0	0	0	0	0	0	0	0	0
sycp1	4	1	2	1	1	0	1	4	0	0	0
sycp2	0	0	0	4	1	9	9	5	3	14	0
sycp3	19	43	73	22	67	100	81	10	24	34	11
syde1	135	79	180	141	102	676	497	223	94	400	61
syde2	40	43	27	47	73	161	215	119	7	117	30
syf2	1580	1285	1774	756	1081	1726	924	944	372	1394	271
syk	148	77	85	151	113	471	162	41	32	134	29
sympk	382	306	470	281	541	711	745	408	273	821	146
syn1	14	3	12	4	23	51	84	5	3	27	6
syn2	44	20	4	25	276	703	687	22	18	159	23
syn3	20	20	16	8	26	85	48	4	0	49	0
sync	6	4	1	8	0	4	9	9	4	10	8
syndig1	15	7	2	7	22	99	29	23	1	42	5
syndig1l	156	72	32	83	274	164	107	13	12	37	8
syne2	55	29	102	111	84	788	612	292	49	256	62
syne3	15	29	58	43	31	194	147	166	52	212	41
syngr1	44	19	9	16	41	91	141	61	64	149	52
syngr2	84	67	135	71	72	532	459	308	95	463	51
syngr3	12	4	0	11	33	64	116	57	56	86	50
synj1	58	79	136	36	164	613	750	147	56	392	38
synj2bp	141	136	131	105	197	183	176	96	36	142	30
synm	841	3051	345	1582	1755	554	12067	16078	4683	15594	7219
synpo2	310	180	270	248	168	1172	543	622	85	486	79
synpr	19	61	10	20	182	321	308	22	0	111	5
synrg	119	104	138	156	386	940	653	305	168	638	140
syp	22	38	1	51	417	839	735	34	27	208	11
sys1	76	44	41	24	48	100	45	65	35	95	38
syt1	19	15	13	7	137	321	833	20	0	174	3
syt10	19	15	13	4	28	56	57	16	2	12	0
syt11	129	62	52	129	338	1502	1453	632	327	730	306
syt12	21	15	8	3	30	48	80	4	1	11	0
syt14	0	14	7	0	10	9	27	0	0	10	0
syt16	18	13	3	12	38	26	48	7	0	36	2
syt3	0	10	0	9	67	83	150	1	0	38	0
syt4	28	25	24	41	176	222	287	20	1	90	1
syt9	21	24	11	14	91	123	175	0	11	12	14
sytl1	52	59	87	28	212	295	171	24	27	91	24
sytl3	81	92	320	45	39	342	154	134	54	262	38
sytl4	138	105	112	130	108	514	272	128	37	214	36
sytl5	29	36	11	16	33	107	90	41	10	59	22
syvn1	180	93	88	155	231	894	434	230	111	387	71
szt2	110	92	165	64	233	522	459	167	94	635	66
tab1	101	103	114	106	139	238	238	136	84	305	60
tab2	95	22	60	45	68	444	255	172	80	200	78
tab3	7	22	49	29	136	254	190	70	97	114	45
tac1	332	92	314	194	89	1354	77	505	402	401	368
tacc1	630	655	515	367	1283	1803	2044	251	38	719	127
tacc3	207	309	665	106	186	427	263	172	111	740	68
tacr2	0	2	0	5	4	36	20	3	0	12	0
tada1	72	39	87	50	109	196	181	97	37	195	26
tada2a	187	221	256	192	319	591	398	192	144	465	71
tada2b	38	30	23	13	43	100	44	45	5	98	9
tada3	293	229	179	178	289	298	329	280	174	327	105
taf1	400	332	581	325	730	1215	1333	412	133	879	172
taf10	948	767	673	540	644	748	521	471	251	919	185
taf12	599	445	414	339	719	614	415	318	222	562	91
taf13	1808	1284	1514	861	1124	1074	743	721	396	1183	367
taf1a	37	52	36	51	58	77	48	20	14	46	3
taf1b	112	104	141	55	235	547	247	140	46	184	74
taf1c	77	70	203	52	62	467	281	265	61	332	95
taf2	176	99	257	139	294	698	732	175	110	365	124
taf3	192	189	241	122	338	1113	676	474	98	897	151
taf4	29	22	90	23	107	202	119	106	24	193	15
taf5	226	140	159	133	248	617	352	114	65	220	45
taf5l	144	113	131	82	170	235	178	93	70	276	57
taf6	377	337	453	252	481	614	426	304	129	354	101
taf6l	117	62	144	108	274	466	367	148	83	254	42
taf7l	1765	1780	1482	1177	1493	1356	1536	1890	1215	2311	962
taf8	256	354	588	299	359	730	348	185	115	558	87
tagln	16919	11543	14556	9158	5777	26540	6507	13428	3900	12391	3234
tagln3	38	38	44	34	71	172	111	3	1	29	7
tal2	0	0	0	0	0	0	0	0	0	1	0
taldo1	5321	4697	5120	4873	3606	4495	2496	3728	3257	4376	2404
tamm41	146	120	121	90	212	196	160	62	38	132	31
tanc1	252	178	177	184	457	1135	708	274	77	420	132
tanc2	27	28	43	38	129	880	502	133	40	216	37
tango2	538	482	564	388	294	630	400	546	250	1079	208
tango6	361	162	272	137	261	333	271	161	66	282	58
tank	254	107	317	141	83	841	150	323	149	443	184
taok1	61	56	51	54	119	335	347	126	98	181	118
taok3	318	341	247	202	563	2013	1427	446	143	900	179
tap1	46	33	32	16	14	220	96	170	23	133	45
tapbpl	5	0	3	0	0	10	3	0	0	0	7
tarbp1	70	68	102	54	133	186	115	88	52	118	46
tarbp2	97	71	81	44	98	207	133	125	61	176	53
tardbp	279	367	267	241	534	1180	863	394	174	649	151
tars	237	265	227	149	282	2234	610	1177	261	785	595
tas1r2	0	0	0	0	1	0	6	0	0	0	0
tasp1	57	57	48	44	105	173	160	67	24	133	21
tat	50	21	39	24	19	7	45	50	66	49	21
tatdn1	252	158	96	186	100	166	159	145	145	211	65
tatdn2	0	0	0	0	1	0	0	0	0	0	0
tatdn3	310	302	180	206	287	297	222	148	66	144	95
tax1bp1	1074	1238	1624	777	1283	4954	2748	2681	800	3441	1102
tax1bp3	389	335	231	274	147	661	226	457	47	410	170
taz	91	55	65	60	116	285	223	62	51	216	36
tbata	0	0	0	0	0	0	0	0	0	1	0
tbc1d1	63	42	120	92	49	1041	364	568	214	345	241
tbc1d10a	37	26	85	26	43	198	125	122	68	156	66
tbc1d10b	133	175	147	80	235	468	336	207	36	267	106
tbc1d13	4	13	8	5	17	65	97	39	1	84	15
tbc1d14	20	46	36	28	48	158	154	86	37	237	42
tbc1d15	616	443	857	510	776	1720	1125	1137	853	1293	653
tbc1d16	7	3	23	0	47	49	73	8	4	42	1
tbc1d17	686	658	567	473	926	2934	1311	842	516	1355	530
tbc1d19	75	65	53	55	137	232	178	42	16	95	10
tbc1d20	130	102	94	106	194	367	294	224	55	310	47
tbc1d22a	10	17	38	5	16	97	61	61	29	114	26
tbc1d22b	58	96	61	34	75	150	133	117	22	215	28
tbc1d23	106	90	111	89	130	614	386	288	252	396	163
tbc1d24	280	218	212	232	444	693	610	89	37	409	21
tbc1d25	195	158	159	137	287	571	348	143	92	299	50
tbc1d30	12	65	6	20	104	422	251	40	9	147	14
tbc1d31	57	46	86	52	114	41	116	30	16	121	23
tbc1d32	57	29	70	11	102	436	91	20	13	184	9
tbc1d4	34	7	36	21	81	287	143	29	5	131	28
tbc1d5	82	65	89	50	154	449	414	146	171	274	119
tbc1d8	58	52	76	120	114	240	181	87	35	197	34
tbc1d8b	36	87	72	41	127	401	306	141	35	296	20
tbc1d9	64	30	40	61	215	405	451	71	27	180	21
tbc1d9b	249	207	381	240	397	740	629	389	278	798	163
tbca	3719	2544	2945	1901	1831	2147	1231	2045	1354	3200	897
tbcb	774	983	545	676	628	1264	931	1186	768	1307	619
tbcc	235	261	255	219	300	408	311	314	444	354	256
tbccd1	27	31	36	33	60	71	149	143	127	166	158
tbcd	446	500	452	455	577	856	1026	589	510	900	414
tbck	109	115	84	96	160	171	218	63	66	126	95
tbk1	316	313	547	272	424	1673	852	748	247	1349	283
tbkbp1	16	18	0	9	44	103	154	7	0	24	0
tbl1xr1	61	87	63	66	196	597	301	170	17	181	47
tbl2	326	178	133	264	228	351	241	301	351	267	166
tbl3	132	135	216	115	151	718	346	355	240	319	218
tbp	104	74	74	46	103	158	129	77	29	124	40
tbpl1	77	76	43	30	86	90	109	17	4	82	5
tbr1	5	3	5	14	17	20	14	3	4	5	1
tbrg1	290	244	284	166	295	446	308	178	119	409	53
tbrg4	293	181	194	287	526	345	314	256	127	327	94
tbx1	5	0	3	8	6	25	40	28	10	12	8
tbx15	35	6	151	124	21	102	563	728	240	283	265
tbx2	179	142	137	187	844	1575	965	216	33	761	99
tbx20	0	3	3	5	1	26	0	19	0	6	3
tbx21	1	0	1	3	2	26	30	9	7	2	2
tbx22	7	0	10	6	9	1	1	14	16	4	4
tbx3	21	22	13	49	175	354	333	26	8	121	6
tbx4	25	5	7	4	16	68	60	8	4	32	0
tbx5	0	5	0	16	64	149	144	4	0	73	2
tbxa2r	17	18	82	50	27	88	28	29	6	86	2
tbxt	0	0	0	0	0	8	3	0	0	0	0
tc2n	1288	328	608	540	160	6530	398	2714	626	2885	785
tcaim	296	185	148	191	401	547	509	96	91	293	76
tcap	524	36	5352	2002	295	2017	3238	4051	2150	1703	2860
tcea1	1083	919	785	742	1040	1272	963	784	569	1053	496
tcea3	245	347	600	415	470	712	710	633	360	709	407
tceanc2	118	101	54	28	90	134	68	37	5	55	16
tcerg1	280	378	445	273	509	1161	838	661	327	932	252
tcerg1l	0	6	0	1	3	9	11	6	0	6	0
tcf12	30	43	30	57	111	479	328	108	40	189	37
tcf15	8	7	7	31	15	36	12	4	5	10	8
tcf20	100	100	130	121	184	344	418	173	70	288	68
tcf21	8	17	55	15	5	13	9	16	5	32	4
tcf24	23	45	26	15	34	64	30	9	7	6	1
tcf25	278	343	321	330	325	415	507	420	121	605	152
tcf4	24	36	15	16	47	545	226	94	29	175	29
tcf7	6	10	21	0	7	37	19	27	7	14	8
tcf7l2	50	43	27	49	88	430	342	172	35	183	30
tchp	66	97	62	57	117	172	131	26	3	96	0
tcp1	4503	4685	3361	4274	4410	6727	5411	7512	10294	8308	5951
tcp11	6	10	4	10	16	16	29	68	4	35	9
tcp11l1	36	46	21	32	82	143	141	103	20	108	65
tcp11l2	208	283	274	150	402	693	574	178	18	411	62
tcta	292	171	71	125	173	194	138	108	42	138	48
tcte1	0	0	0	0	0	2	0	2	0	0	0
tctex1d2	79	68	42	55	35	82	52	19	9	42	6
tctn1	193	198	246	113	221	470	348	126	53	223	29
tctn2	181	162	132	128	190	241	136	75	35	134	19
tctn3	124	101	85	89	216	249	179	75	92	109	41
tdg	52	68	62	67	122	163	148	119	25	123	43
tdo2	7	9	4	2	11	11	3	3	2	5	0
tdp1	37	98	63	50	99	146	160	55	6	111	8
tdp2	743	552	504	350	551	295	418	306	239	556	230
tdrd1	0	0	0	3	14	25	3	5	0	26	13
tdrd3	400	365	485	301	550	612	687	615	292	814	290
tdrd5	0	0	0	0	0	1	1	0	0	0	0
tdrd7	484	1722	45	1344	1682	160	9414	12334	10108	12414	10071
tdrd9	85	86	32	16	146	71	69	23	8	38	0
tdrkh	142	167	184	132	297	330	317	138	39	238	35
tdrp	286	344	348	138	127	637	247	389	29	816	46
tead1	40	50	22	41	74	152	230	65	15	133	43
tead3	71	45	92	58	49	274	159	106	13	200	50
tec	23	14	30	24	14	64	28	18	18	92	7
tecpr1	51	40	35	40	174	389	289	121	55	214	53
tecpr2	239	213	386	243	805	1838	1412	595	382	1170	226
tecr	500	445	291	524	849	957	907	446	360	676	279
tecta	6	6	0	1	1	0	13	3	0	20	0
tectb	0	0	0	3	0	8	3	0	0	0	0
tefm	119	52	91	56	85	123	47	60	36	68	28
tekt1	57	38	64	64	42	29	24	47	24	28	9
tekt2	0	0	0	63	0	2	0	0	0	2	0
tekt3	21	26	56	22	7	50	5	4	0	9	8
tekt4	14	5	4	1	1	15	3	2	0	1	0
telo2	158	154	210	98	160	227	185	138	51	251	82
ten1	51	88	82	39	57	97	47	23	20	86	5
tenm1	21	31	67	37	144	599	269	29	10	124	14
tenm2	29	15	33	30	234	522	436	26	17	149	38
tenm4	115	123	30	88	197	387	643	213	215	360	216
tent2	42	39	57	51	88	250	151	115	28	115	36
tent4b	30	26	38	20	45	225	144	128	37	179	37
tent5a	26	85	24	94	176	82	364	257	317	450	241
tent5b	141	30	300	143	91	108	227	76	266	133	125
tent5c	261	266	569	172	146	603	473	564	531	878	286
tep1	344	304	351	353	388	635	782	408	247	592	305
tepsin	74	28	58	60	109	238	167	77	9	135	19
terb1	130	86	8	62	340	118	187	37	2	73	6
terb2	14	12	3	13	14	13	19	0	0	7	0
terf1	7	7	7	1	5	0	3	2	0	18	0
terf2ip	125	75	105	84	158	294	218	103	23	185	18
tert	0	0	1	0	4	6	13	4	0	2	0
tes	162	92	128	134	141	539	298	326	96	242	150
tesc	273	201	211	77	189	351	108	68	9	64	50
tesk1	51	64	47	67	188	452	222	54	77	152	36
tespa1	16	42	28	12	35	132	36	7	6	43	0
tet1	29	49	39	40	71	268	254	54	18	182	19
tet2	61	87	53	102	203	570	628	140	3	239	15
tex10	232	171	303	255	438	586	713	620	543	711	404
tex11	47	26	12	14	74	58	38	0	0	12	6
tex261	353	274	177	244	364	292	301	202	109	279	126
tex264	79	92	105	93	132	170	151	88	33	147	35
tex30	133	57	70	68	92	118	65	32	11	59	20
tex36	2	1	0	0	3	2	0	0	0	1	0
tex43	22	7	3	0	56	0	3	1	1	0	0
tex47	15	5	2	2	9	13	25	0	1	12	0
tex9	93	57	40	57	96	56	69	51	22	75	12
tf	103	117	161	68	106	394	206	269	62	301	171
tfam	244	218	153	114	193	316	218	148	42	226	53
tfap2a	130	103	181	115	306	965	667	240	56	345	61
tfap2b	132	140	258	178	230	412	193	85	49	224	52
tfap2c	118	88	145	67	178	324	193	127	23	91	46
tfap2d	0	0	0	1	12	6	13	0	3	1	0
tfap2e	12	11	11	33	244	294	426	27	0	107	28
tfb1m	104	82	122	97	142	229	203	197	244	260	122
tfb2m	155	175	192	183	202	521	280	389	107	320	193
tfcp2	86	142	73	49	114	284	202	169	43	250	52
tfdp1	139	105	105	66	162	407	363	319	97	767	118
tfeb	0	9	14	16	2	120	92	30	2	71	15
tfec	104	28	61	62	25	88	29	23	5	37	8
tfg	196	114	390	157	635	2907	1714	1375	1057	1598	822
tfip11	175	187	219	164	214	504	397	258	202	496	120
tfpi2	1836	534	1278	814	740	4811	1028	3473	683	1658	1372
tfpt	168	155	105	59	127	131	57	73	49	164	33
tg	0	1	3	4	0	15	3	13	0	0	0
tgds	61	67	132	91	96	339	261	150	59	228	68
tgfa	49	40	43	61	46	234	53	86	19	98	19
tgfb1i1	493	154	613	498	342	4123	1130	1438	583	1646	439
tgfbi	2421	1468	3575	1035	796	2291	1152	1422	325	1182	423
tgfbr3	20	32	56	31	15	363	155	98	9	176	8
tgfbrap1	42	98	133	98	165	316	305	131	64	243	94
tgm1	1041	604	1466	782	435	7468	1203	4367	533	1956	2013
tgm2	1253	1143	1739	847	429	1745	596	1420	376	1338	1586
tgoln2	269	281	197	218	264	680	404	291	9	314	81
tgs1	286	226	322	158	345	542	418	172	82	314	121
th	69	74	29	46	173	187	328	65	3	132	2
thada	123	84	184	85	105	306	226	186	106	236	71
thap1	90	83	77	98	103	311	260	117	51	230	39
thap11	69	69	98	58	118	185	97	44	40	174	12
thap4	200	223	431	168	233	370	144	186	96	425	52
thap5	44	33	3	12	49	41	39	22	0	22	0
thap7	155	115	179	135	198	349	260	104	63	283	47
thbs2	1756	1044	1576	958	486	5680	1000	2767	213	1379	270
thbs3	95	154	188	215	196	344	294	301	192	279	150
theg	0	1	1	0	0	1	0	2	0	0	0
thegl	85	90	60	100	65	35	87	151	40	87	187
themis2	13	1	51	7	5	71	22	22	6	9	1
thg1l	79	70	117	96	95	137	72	53	25	95	12
thnsl1	22	22	18	8	15	9	24	14	3	14	6
thnsl2	334	192	190	254	228	168	212	206	145	195	80
thoc1	718	550	797	457	664	1026	629	478	242	761	209
thoc2	200	286	295	263	404	1082	987	320	53	707	98
thoc3	394	298	326	279	514	684	399	181	111	393	70
thoc5	363	274	313	218	409	477	400	211	86	354	70
thoc6	309	167	243	262	325	434	309	324	253	419	191
thoc7	572	524	672	343	396	462	292	417	201	577	167
thrap3	205	180	304	218	392	930	736	272	131	584	112
thrb	122	134	129	63	112	403	280	87	39	222	21
thsd1	315	199	218	141	109	310	136	103	11	165	8
thsd4	30	12	18	27	31	62	28	25	5	39	0
thsd7a	42	11	16	12	55	212	124	5	9	34	0
thtpa	140	155	59	97	196	148	97	74	50	63	57
thumpd1	38	88	54	80	116	150	114	77	33	104	15
thumpd2	305	194	585	196	229	583	284	99	33	253	31
thumpd3	303	463	210	333	249	404	368	447	559	376	322
thyn1	314	265	204	207	239	277	185	97	67	214	41
tial1	163	194	122	97	147	756	448	343	95	757	143
tiam1	19	36	8	17	109	179	352	41	9	87	17
tiam2	123	155	177	150	225	428	575	488	379	577	302
ticrr	14	7	10	13	10	10	15	3	1	27	0
tie1	98	50	57	79	71	220	84	61	17	175	15
timeless	77	49	14	54	54	114	89	37	23	76	20
timm10	205	166	157	157	319	241	245	235	187	333	233
timm10b	322	208	218	171	244	189	141	149	32	181	67
timm13	428	202	129	254	411	321	265	242	245	234	135
timm17a	479	378	381	384	594	1765	962	1339	507	1345	593
timm21	486	362	330	346	461	300	252	222	124	383	94
timm22	166	182	151	199	200	145	120	155	98	171	123
timm23	239	199	152	209	334	566	471	353	202	372	229
timm29	550	440	362	349	548	337	405	272	267	428	166
timm50	89	90	175	135	321	570	400	339	189	412	232
timm8a	236	200	150	169	183	229	154	194	96	207	132
timm8b	1194	776	943	710	785	777	474	561	494	793	254
timm9	1081	837	1106	719	1047	939	661	706	608	844	461
timmdc1	450	459	275	383	576	315	355	392	157	509	318
timp2	606	535	1069	558	453	3704	1227	1222	1420	1540	850
timp3	167	102	117	236	54	1517	654	841	100	1657	315
timp4	135	278	57	138	57	667	391	585	23	481	59
tinagl1	586	1694	116	876	511	941	3920	4650	1436	3969	1489
tiparp	100	91	309	180	313	1935	923	988	288	871	359
tiprl	826	696	581	591	751	985	804	505	309	730	213
tirap	20	2	2	0	0	5	5	2	0	3	0
tjap1	4	15	30	20	51	363	206	90	35	175	13
tjp2	354	372	403	210	618	1191	980	657	887	1133	536
tk1	79	69	115	76	45	37	17	38	7	80	3
tk2	465	320	538	215	360	646	442	251	116	502	118
tkfc	101	68	123	111	210	123	141	73	40	275	67
tkt	758	1079	509	1317	1933	1681	3322	3309	5528	3605	4105
tlcd1	16	10	0	11	31	98	110	17	2	41	32
tlcd2	54	11	66	34	8	412	130	138	46	207	59
